,val_loss,val_dice_coef,loss,dice_coef
0,1.1911365032196044,0.1140593033283949,0.853222999919819,0.2644195262988133
1,0.8922801166772842,0.21699074050411582,0.6393296528088895,0.4280044462576013
2,0.7496183380484581,0.3203718327917159,0.5989232210418846,0.45784146578118934
3,1.0987193912267685,0.16261215703561901,0.5469941852213461,0.49759798980659886
4,0.960189363360405,0.2003940817900002,0.533383160490024,0.510410190662045
5,0.8019523024559021,0.265466155577451,0.5255093997037863,0.5163230680531227
6,0.8038940340280533,0.2962439221329987,0.5110988248752643,0.5294938807415517
7,0.8083331823348999,0.2774032527115196,0.4985093277466448,0.540833754970838
8,0.8019026786088943,0.28537122975103557,0.49106648024878924,0.5470525853029347
9,0.8254990398883819,0.28650693874806166,0.4914438785254201,0.548087719139198
10,0.7150661841034889,0.3516802104189992,0.48678676784038544,0.5519573082463651
11,0.7911921560764312,0.3135380678810179,0.4852918437010125,0.553102076196265
12,0.7430320918560028,0.3434199519455433,0.4764580726623535,0.5612354837098642
13,0.8998405039310455,0.26230269195511935,0.46574957019920593,0.5715218216973604
14,0.9512551218271256,0.23021460752934217,0.4667914731215827,0.5705351557072748
15,1.087880116701126,0.1846154762431979,0.4650147692312168,0.5719946309639719
16,0.6262162312865257,0.43756679967045786,0.4645383189750623,0.5734074259179798
17,0.7086883455514907,0.3808441157452762,0.45093657517734964,0.5845660594280196
18,0.8257228374481201,0.29326162170618775,0.44538382231434687,0.5896967027191945
19,0.553474736213684,0.4939307879656553,0.44150889757313305,0.5938268910179835
