,val_loss,val_dice_coef,loss,dice_coef
0,0.7110326439142227,0.34622203279286623,0.8381140001212495,0.24222932974078482
1,0.639607073366642,0.4000940226949751,0.662978971079935,0.38829351125780165
2,0.8150899857282639,0.27790625365450977,0.6037059836372545,0.442485879463014
3,0.5899580091238021,0.4532439162954688,0.5883353727905056,0.4561694592826917
4,0.5609504714608192,0.4736666716635227,0.5666080777403675,0.47659196677239013
5,0.6043874859809876,0.4414288672618568,0.5510883043838453,0.49023301236661554
6,0.6357945188879967,0.4162725508213043,0.537980889293212,0.5023463987191267
7,0.5534112997353077,0.48750367760658264,0.5298830414120155,0.5103597133856597
8,0.5415683135390281,0.49757482297718525,0.5227809883371184,0.5167607631062783
9,0.6153747655451298,0.44204885642975567,0.513327636786654,0.5255513900490124
10,0.5407291769981384,0.49779210090637205,0.511537220810033,0.5271921584170454
11,0.5286901652812958,0.5137547394260764,0.5051499286407157,0.5331187416693266
12,0.7045694380998612,0.3612257270142436,0.4993136258064946,0.5385264962699405
13,0.5042147748172283,0.526292790658772,0.4952928546486022,0.5420913178874534
14,0.5841159403324128,0.45268286801874635,0.4906481438422505,0.5461436556817233
15,0.5443235546350479,0.4978531079366803,0.4896601705611507,0.5475243050204236
16,0.6049834743142128,0.43494303626939657,0.4824397766514669,0.5539001947245266
17,0.5214976646006108,0.5179105194285512,0.48348104180414464,0.5529532407988098
18,0.4992543704807758,0.5348249912261963,0.4758192442263229,0.5599193715407879
19,0.5827343687415123,0.45829343479126694,0.4725454565467714,0.5630548315853635
