,val_loss,val_dice_coef,loss,dice_coef
0,0.7892703443765641,0.2731800811365247,0.9993658904033371,0.09489822669567753
1,0.6891775697469711,0.36247133831493555,0.7292078014038786,0.3284786873956836
2,0.5629852294921875,0.4708099085604772,0.6222980234441878,0.4262281106336962
3,0.549111732840538,0.4859717767685652,0.5795828454856631,0.4649583068071375
4,0.5460868991911412,0.49128417689353227,0.5712236819010746,0.4738524130460824
5,0.5585123136639595,0.4805067015811801,0.5458954655671422,0.49691633305400373
6,0.5445672795176506,0.4989388378337026,0.5466037364700173,0.49633350538169446
7,0.5099910877645015,0.5214144350960851,0.530531094647661,0.5111741074614369
8,0.5277374923229218,0.5054914154112339,0.516230368802819,0.5246731763721821
9,0.4921919353306293,0.5433436561375856,0.5145041851303246,0.5267507789821564
10,0.5272517025470733,0.5099451798945666,0.5152940068063857,0.5254695134837168
11,0.5128359667956829,0.5268948310986161,0.4995405171113678,0.5395803013570383
12,0.554360956698656,0.4872135468991473,0.5035097000719626,0.5362111773419259
13,0.4947878710925579,0.5393153114244342,0.4956338154364236,0.5439137320082835
14,0.4939182333648205,0.5444956671446561,0.47791283873817586,0.5601477605790265
15,0.4907819524407387,0.5421271521598101,0.46926770859126804,0.5685894585862944
16,0.5462003380060196,0.49414357729256153,0.465314419322376,0.5717173892029862
17,0.4941840946674347,0.5425643866881729,0.46285713009441953,0.5736896372994089
18,0.5194411300122738,0.5149362197145819,0.46242362264590925,0.574945172148792
19,0.4794731594622135,0.5545456590130925,0.453696193649799,0.5825905817958358
